id:1,锈渍铁剑,下一次造成的伤害提升25%（血量低于10时才能使用）
id:9101,培元丹丹方,使用后可学会培元丹的炼制配方，并提升对丹道的感悟；【培元丹】生命值+70
id:9102,养气丹丹方,使用后可学会养气丹的炼制配方，并提升对丹道的感悟；【养气丹】修为+553
id:9103,疾行丹丹方,使用后可学会疾行丹的炼制配方，并提升对丹道的感悟；【疾行丹】本场战斗中遁速+5
id:9104,黄龙丹丹方,使用后可学会黄龙丹的炼制配方，并提升对丹道的感悟；【黄龙丹】生命值+130
id:9105,炼血丹丹方,使用后可学会炼血丹的炼制配方，并提升对丹道的感悟；【炼血丹】修为+2000
id:9106,三阳丹丹方,使用后可学会三阳丹的炼制配方，并提升对丹道的感悟；【三阳丹】本场战斗中造成的火系伤害+1
id:9107,葵水丹丹方,使用后可学会葵水丹的炼制配方，并提升对丹道的感悟；【葵水丹】本场战斗中造成的水系伤害+1
id:9108,锐金丹丹方,使用后可学会锐金丹的炼制配方，并提升对丹道的感悟；【锐金丹】本场战斗中造成的金系伤害+1
id:9109,乙木丹丹方,使用后可学会乙木丹的炼制配方，并提升对丹道的感悟；【乙木丹】本场战斗中造成的木系伤害+1
id:9110,厚土丹丹方,使用后可学会厚土丹的炼制配方，并提升对丹道的感悟；【厚土丹】本场战斗中造成的土系伤害+1
id:9111,净血丹丹方,使用后可学会净血丹的炼制配方，并提升对丹道的感悟；【净血丹】丹毒-2
id:9112,明心丹丹方,使用后可学会明心丹的炼制配方，并提升对丹道的感悟；【明心丹】心境+4
id:9113,御剑丹丹方,使用后可学会御剑丹的炼制配方，并提升对丹道的感悟；【御剑丹】下场战斗开始时，获得【剑气】*1
id:9114,真金丹丹方,使用后可学会真金丹的炼制配方，并提升对丹道的感悟；【真金丹】下场战斗开始时，获得【易伤】*1，金系灵根权重+10
id:9115,森木丹丹方,使用后可学会森木丹的炼制配方，并提升对丹道的感悟；【森木丹】下场战斗开始时，获得【中毒】*1，木系灵根权重+10
id:9116,生水丹丹方,使用后可学会生水丹的炼制配方，并提升对丹道的感悟；【生水丹】下场战斗开始时，获得【霜冻】*1，水系灵根权重+10
id:9117,聚火丹丹方,使用后可学会聚火丹的炼制配方，并提升对丹道的感悟；【聚火丹】下场战斗开始时，获得【灼烧】*1，火系灵根权重+10
id:9118,玄土丹丹方,使用后可学会玄土丹的炼制配方，并提升对丹道的感悟；【玄土丹】下场战斗开始时，获得【滞气】*1，土系灵根权重+10
id:9119,续命丹丹方,使用后可学会续命丹的炼制配方，并提升对丹道的感悟；【续命丹】寿元+5
id:9120,炼甲丹丹方,使用后可学会炼甲丹的炼制配方，并提升对丹道的感悟；【炼甲丹】下场战斗开始时，获得【护罩】*10
id:9121,龟甲丹丹方,使用后可学会龟甲丹的炼制配方，并提升对丹道的感悟；【龟甲丹】下场战斗中受到的技能伤害减一
id:9201,回元丹丹方,使用后可学会回元丹的炼制配方，并提升对丹道的感悟；【回元丹】生命值+150
id:9202,九转丹丹方,使用后可学会九转丹的炼制配方，并提升对丹道的感悟；【九转丹】修为+5940
id:9203,清蕴丹丹方,使用后可学会清蕴丹的炼制配方，并提升对丹道的感悟；【清蕴丹】下场战斗中免疫【中毒】（持续3回合）
id:9204,冰元丹丹方,使用后可学会冰元丹的炼制配方，并提升对丹道的感悟；【冰元丹】下场战斗中免疫【灼烧】（持续3回合）
id:9205,筑基丹丹方,使用后可学会筑基丹的炼制配方，并提升对丹道的感悟；【筑基丹】筑基开始时，额外吸收一点灵气。
id:9206,养魂丹丹方,使用后可学会养魂丹的炼制配方，并提升对丹道的感悟；【养魂丹】神识+1
id:9207,启灵丹丹方,使用后可学会启灵丹的炼制配方，并提升对丹道的感悟；【启灵丹】悟性+1
id:9208,草还丹丹方,使用后可学会草还丹的炼制配方，并提升对丹道的感悟；【草还丹】资质+1
id:9209,锻体丹丹方,使用后可学会锻体丹的炼制配方，并提升对丹道的感悟；【锻体丹】生命值上限+3
id:9210,御风丹丹方,使用后可学会御风丹的炼制配方，并提升对丹道的感悟；【御风丹】遁速+1
id:9211,延寿丹丹方,使用后可学会延寿丹的炼制配方，并提升对丹道的感悟；【延寿丹】寿元+10
id:9212,清脉丹丹方,使用后可学会清脉丹的炼制配方，并提升对丹道的感悟；【清脉丹】丹毒-10
id:9213,幻心玄丹丹方,使用后可学会幻心玄丹的炼制配方，并提升对丹道的感悟；【幻心玄丹】心境+6
id:9214,溯金丹丹方,使用后可学会溯金丹的炼制配方，并提升对丹道的感悟；【溯金丹】下场战斗开始时，金系灵根权重+30
id:9215,万木丹丹方,使用后可学会万木丹的炼制配方，并提升对丹道的感悟；【万木丹】下场战斗开始时，木系灵根权重+30
id:9216,玄水丹丹方,使用后可学会玄水丹的炼制配方，并提升对丹道的感悟；【玄水丹】下场战斗开始时，水系灵根权重+30
id:9217,真阳丹丹方,使用后可学会真阳丹的炼制配方，并提升对丹道的感悟；【真阳丹】下场战斗开始时，火系灵根权重+30
id:9218,地元丹丹方,使用后可学会地元丹的炼制配方，并提升对丹道的感悟；【地元丹】下场战斗开始时，土系灵根权重+30
id:9219,奕剑丹丹方,使用后可学会奕剑丹的炼制配方，并提升对丹道的感悟；【奕剑丹】下场战斗开始时，获得【剑气】*5
id:9220,凝金丹丹方,使用后可学会凝金丹的炼制配方，并提升对丹道的感悟；【凝金丹】在凝液成丹阶段，金系灵根权重+20
id:9221,凝木丹丹方,使用后可学会凝木丹的炼制配方，并提升对丹道的感悟；【凝木丹】在凝液成丹阶段，木系灵根权重+20
id:9222,凝水丹丹方,使用后可学会凝水丹的炼制配方，并提升对丹道的感悟；【凝水丹】在凝液成丹阶段，水系灵根权重+20
id:9223,凝火丹丹方,使用后可学会凝火丹的炼制配方，并提升对丹道的感悟；【凝火丹】在凝液成丹阶段，火系灵根权重+20
id:9224,凝土丹丹方,使用后可学会凝土丹的炼制配方，并提升对丹道的感悟；【凝土丹】在凝液成丹阶段，土系灵根权重+20
id:9225,玄武丹丹方,使用后可学会玄武丹的炼制配方，并提升对丹道的感悟；【玄武丹】下场战斗中受到的技能伤害减四
id:9226,金元丹丹方,使用后可学会金元丹的炼制配方，并提升对丹道的感悟；【金元丹】永久提升金系灵根权重+2
id:9227,木元丹丹方,使用后可学会木元丹的炼制配方，并提升对丹道的感悟；【木元丹】永久提升木系灵根权重+2
id:9228,水元丹丹方,使用后可学会水元丹的炼制配方，并提升对丹道的感悟；【水元丹】永久提升水系灵根权重+2
id:9229,火元丹丹方,使用后可学会火元丹的炼制配方，并提升对丹道的感悟；【火元丹】永久提升火系灵根权重+2
id:9230,土元丹丹方,使用后可学会土元丹的炼制配方，并提升对丹道的感悟；【土元丹】永久提升土系灵根权重+2
id:9301,回春丹丹方,使用后可学会回春丹的炼制配方，并提升对丹道的感悟；【回春丹】生命值+250
id:9302,易经丹丹方,使用后可学会易经丹的炼制配方，并提升对丹道的感悟；【易经丹】修为+15840
id:9303,血煞丹丹方,使用后可学会血煞丹的炼制配方，并提升对丹道的感悟；【血煞丹】本场战斗所有技能伤害+3，每次使用技能受到一点伤害
id:9304,补灵丹丹方,使用后可学会补灵丹的炼制配方，并提升对丹道的感悟；【补灵丹】本场战斗开始时，每回合额外吸收两点灵气
id:9305,灵魄丹丹方,使用后可学会灵魄丹的炼制配方，并提升对丹道的感悟；【灵魄丹】神识+2
id:9306,金刚铁骨丹丹方,使用后可学会金刚铁骨丹的炼制配方，并提升对丹道的感悟；【金刚铁骨丹】生命值上限+7
id:9307,神行丹丹方,使用后可学会神行丹的炼制配方，并提升对丹道的感悟；【神行丹】遁速+3
id:9308,青冥丹丹方,使用后可学会青冥丹的炼制配方，并提升对丹道的感悟；【青冥丹】寿元+20
id:9309,鬼面炼心丹丹方,使用后可学会鬼面炼心丹的炼制配方，并提升对丹道的感悟；【鬼面炼心丹】心境+7
id:9310,天鑫丹丹方,使用后可学会天鑫丹的炼制配方，并提升对丹道的感悟；【天鑫丹】战斗开始时，每回合额外吸收一点金属性灵气。
id:9311,森芒丹丹方,使用后可学会森芒丹的炼制配方，并提升对丹道的感悟；【森芒丹】战斗开始时，每回合额外吸收一点木属性灵气。
id:9312,浩淼丹丹方,使用后可学会浩淼丹的炼制配方，并提升对丹道的感悟；【浩淼丹】战斗开始时，每回合额外吸收一点水属性灵气。
id:9313,阳焱丹丹方,使用后可学会阳焱丹的炼制配方，并提升对丹道的感悟；【阳焱丹】战斗开始时，每回合额外吸收一点火属性灵气。
id:9314,磊叠丹丹方,使用后可学会磊叠丹的炼制配方，并提升对丹道的感悟；【磊叠丹】战斗开始时，每回合额外吸收一点土属性灵气。
id:9315,九转再造丹丹方,使用后可学会九转再造丹的炼制配方，并提升对丹道的感悟；【九转再造丹】资质+3
id:9316,化毒丹丹方,使用后可学会化毒丹的炼制配方，并提升对丹道的感悟；【化毒丹】丹毒-20
id:9317,聚顶丹丹方,使用后可学会聚顶丹的炼制配方，并提升对丹道的感悟；【聚顶丹】结丹时的初始灵气数+1
id:9318,诱妖液秘方,使用后可学会诱妖液的炼制配方，并提升对丹道的感悟；吸引周围的海兽（持续1年）
id:9319,驱妖液秘方,使用后可学会驱妖液的炼制配方，并提升对丹道的感悟；驱赶周围的海兽（持续1年）
id:9320,玄元丹丹方,使用后可学会玄元丹的炼制配方，并提升对丹道的感悟；【玄元丹】悟性+2
id:9321,蚀月强魂丹丹方,使用后可学会蚀月强魂丹的炼制配方，并提升对丹道的感悟；【蚀月强魂丹】下场战斗神识+10
id:9401,养元丹丹方,使用后可学会养元丹的炼制配方，并提升对丹道的感悟；【养元丹】生命值+400
id:9402,天尘丹丹方,使用后可学会天尘丹的炼制配方，并提升对丹道的感悟；【天尘丹】修为+118800
id:9404,长生丹丹方,使用后可学会长生丹的炼制配方，并提升对丹道的感悟；【长生丹】寿元+30
id:9405,厉魄丹丹方,使用后可学会厉魄丹的炼制配方，并提升对丹道的感悟；【厉魄丹】神识+4
id:9406,朝元丹丹方,使用后可学会朝元丹的炼制配方，并提升对丹道的感悟；【朝元丹】在五气朝元阶段，每回合吸收灵气数+1
id:9407,鐾金元丹丹方,使用后可学会鐾金元丹的炼制配方，并提升对丹道的感悟；【鐾金元丹】提升金之道悟道经验600点
id:9408,森檀元丹丹方,使用后可学会森檀元丹的炼制配方，并提升对丹道的感悟；【森檀元丹】提升木之道悟道经验600点
id:9409,浩淼元丹丹方,使用后可学会浩淼元丹的炼制配方，并提升对丹道的感悟；【浩淼元丹】提升水之道悟道经验600点
id:9410,芒焰元丹丹方,使用后可学会芒焰元丹的炼制配方，并提升对丹道的感悟；【芒焰元丹】提升火之道悟道经验600点
id:9411,无垠元丹丹方,使用后可学会无垠元丹的炼制配方，并提升对丹道的感悟；【无垠元丹】提升土之道悟道经验600点
id:9412,天剑元丹丹方,使用后可学会天剑元丹的炼制配方，并提升对丹道的感悟；【天剑元丹】提升剑之道悟道经验600点
id:9413,炼魂元丹丹方,使用后可学会炼魂元丹的炼制配方，并提升对丹道的感悟；【炼魂元丹】提升神之道悟道经验600点
id:9414,道源丹丹方,使用后可学会道源丹的炼制配方，并提升对丹道的感悟；【道源丹】增加悟道点1点
id:9415,玉清昊元丹丹方,使用后可学会玉清昊元丹的炼制配方，并提升对丹道的感悟；【玉清昊元丹】悟性+4
id:9416,修髓丹丹方,使用后可学会修髓丹的炼制配方，并提升对丹道的感悟；【修髓丹】资质+9
id:9417,赤阳丹丹方,使用后可学会赤阳丹的炼制配方，并提升对丹道的感悟；【赤阳丹】生命值上限+20
id:9418,青灵丹丹方,使用后可学会青灵丹的炼制配方，并提升对丹道的感悟；【青灵丹】遁速+9
id:9419,少阴清灵丹丹方,使用后可学会少阴清灵丹的炼制配方，并提升对丹道的感悟；【少阴清灵丹】心境+9
id:9420,太乙降尘丹丹方,使用后可学会太乙降尘丹的炼制配方，并提升对丹道的感悟；【太乙降尘丹】丹毒-30
id:9421,大活络丹丹方,使用后可学会大活络丹的炼制配方，并提升对丹道的感悟；回合结束时，若经脉低于50，立刻恢复自身5点经脉。（效果不可叠加）
id:9422,大醒神丹丹方,使用后可学会大醒神丹的炼制配方，并提升对丹道的感悟；回合结束时，若意志低于50，立刻恢复自身5点意志。（效果不可叠加）
id:9423,护脉丹丹方,使用后可学会护脉丹的炼制配方，并提升对丹道的感悟；碎丹阶段，每回合开始时经脉恢复1
id:9424,黄泉再生丹丹方,使用后可学会黄泉再生丹的炼制配方，并提升对丹道的感悟；当结婴因意志溃散而失败时，可以避免死亡，并永久提升自身意志。
id:9425,锻脉丹丹方,使用后可学会锻脉丹的炼制配方，并提升对丹道的感悟；结婴时每回合【经脉】-1，【意志】-1。结婴成功后，可额外提升200点血量上限。
id:9501,九转灵蛇丹丹方,使用后可学会九转灵蛇丹的炼制配方，并提升对丹道的感悟；【九转灵蛇丹】恢复全部生命值
id:9502,天元神丹丹方,使用后可学会天元神丹的炼制配方，并提升对丹道的感悟；【天元神丹】修为+594000
id:9504,三阳锻魄丹丹方,使用后可学会三阳锻魄丹的炼制配方，并提升对丹道的感悟；【三阳锻魄丹】神识+12
id:9505,鎏鑫神丹丹方,使用后可学会鎏鑫神丹的炼制配方，并提升对丹道的感悟；【鎏鑫神丹】提升金之道悟道经验1000点
id:9506,檀芒神丹丹方,使用后可学会檀芒神丹的炼制配方，并提升对丹道的感悟；【檀芒神丹】提升木之道悟道经验1000点
id:9507,坎水神丹丹方,使用后可学会坎水神丹的炼制配方，并提升对丹道的感悟；【坎水神丹】提升水之道悟道经验1000点
id:9508,离火神丹丹方,使用后可学会离火神丹的炼制配方，并提升对丹道的感悟；【离火神丹】提升火之道悟道经验1000点
id:9509,尘磊神丹丹方,使用后可学会尘磊神丹的炼制配方，并提升对丹道的感悟；【尘磊神丹】提升土之道悟道经验1000点
id:9510,浩剑神丹丹方,使用后可学会浩剑神丹的炼制配方，并提升对丹道的感悟；【浩剑神丹】提升剑之道悟道经验1000点
id:9511,炼魂神丹丹方,使用后可学会炼魂神丹的炼制配方，并提升对丹道的感悟；【炼神元丹】提升神之道悟道经验1000点
id:9512,天道源丹丹方,使用后可学会天道源丹的炼制配方，并提升对丹道的感悟；【天道源丹】增加悟道点3点
id:9513,太上玄门丹丹方,使用后可学会太上玄门丹的炼制配方，并提升对丹道的感悟；【太上玄门丹】悟性+6
id:9514,太乙炼髓丹丹方,使用后可学会太乙炼髓丹的炼制配方，并提升对丹道的感悟；【太乙炼髓丹】资质+12
id:9515,天命血凝丹丹方,使用后可学会天命血凝丹的炼制配方，并提升对丹道的感悟；【天命血凝丹】生命值上限+40
id:9516,太乙碧莹丹丹方,使用后可学会太乙碧莹丹的炼制配方，并提升对丹道的感悟；【太乙碧莹丹】遁速+12
id:9517,六阳长生丹丹方,使用后可学会六阳长生丹的炼制配方，并提升对丹道的感悟；【六阳长生丹】寿元+50
id:9518,天命炼心丹丹方,使用后可学会天命炼心丹的炼制配方，并提升对丹道的感悟；【天命炼心丹】心境+11
id:9519,太素祛邪丹丹方,使用后可学会太素祛邪丹的炼制配方，并提升对丹道的感悟；【太素祛邪丹】丹毒-50
id:9520,天命淬体丹丹方,使用后可学会天命淬体丹的炼制配方，并提升对丹道的感悟；突破化神时，每次淬体效果+1（效果无法叠加）
id:9521,澄心塑魂丹丹方,使用后可学会澄心塑魂丹的炼制配方，并提升对丹道的感悟；突破化神时，每次塑魂效果+1（效果无法叠加）
id:9522,混元仙体丹丹方,使用后可学会混元仙体丹的炼制配方，并提升对丹道的感悟；突破化神时，若处于仙胎状态下，每回合【仙性】提升额外+1（效果无法叠加）
id:10001,破碎的飞剑,任务物品，不可出售
id:10002,御剑门信物,任务物品，不可出售
id:10003,灵剑碎片,材料，可用于炼制法宝，灵性最强、坚固次之，但操控为零。
id:10004,破碎的玉佩,任务物品，不可出售
id:10005,灵核碎片,材料，常被修真宗门或各大主城用于布阵。
id:10006,倪府请柬,任务物品，不可出售
id:10007,天魔令,当前天魔令中的魔魂数量为：{STVar=753
id:10008,破损的储物袋,任务物品，不可出售
id:10009,神秘玉牌,任务物品，不可出售
id:10010,沧元丹,可用于兑换各类门派资源，不可出售。
id:10011,元灵石,可用于兑换各类门派资源，不可出售。
id:10012,寒玉,可用于兑换各类门派资源，不可出售。
id:10013,火晶,可用于兑换各类门派资源，不可出售。
id:10014,砂晶,可用于兑换各类门派资源，不可出售。
id:10015,丹术备要,阅读后可学会化瘀丹、洗髓丹、生骨丹、冰心丹四种基础丹药的炼制方法。
id:10016,记事玉简,记事用的玉简，可用于查阅丹方，草药等信息。
id:10017,清月令,任务物品，不可出售
id:10018,残破玉简,任务物品，不可出售
id:10019,玉简碎片,任务物品，不可出售
id:10020,奇怪的书,任务物品，不可出售
id:10021,书信,任务物品，不可出售
id:10022,纸片,任务物品，不可出售
id:10023,残破地图,任务物品，不可出售
id:10024,金锋石,任务物品，不可出售
id:10025,木元晶,任务物品，不可出售
id:10026,水灵玉,任务物品，不可出售
id:10027,熔火心,任务物品，不可出售
id:10028,天晶砂,任务物品，不可出售
id:10029,天机令,任务物品，不可出售
id:10030,破碎的玉佩,任务物品，不可出售
id:10031,破碎的玉佩,任务物品，不可出售
id:10032,白帝令,任务物品，不可出售
id:10033,离火门信物,任务物品，不可出售
id:10034,储物袋,任务物品，不可出售
id:10035,灵石,任务物品，不可出售
id:10036,储物袋,任务物品，不可出售
id:10037,储物袋,普通储物袋，打开后便能拿出其中存放的物品
id:10038,缺损的玉简,任务物品，不可出售
id:10039,灵剑碎片,材料，可用于炼制法宝，灵性最强、坚固次之，但操控为零。
id:10040,衍复笔录,任务物品，不可出售
id:10041,异常的灵剑晶,任务物品，不可出售
id:10042,祭血令,任务物品，不可出售
id:10043,辰星剑,任务物品，不可出售
id:10044,残缺丹方,任务物品，不可出售
id:10045,破碎的玉佩,任务物品，不可出售
id:10046,神秘绿瓶,不可出售
id:10047,仙会详知箓,它看起来像个传单
id:10048,龙鳞印,任务物品，不可出售
id:10049,九龙玺,任务物品，不可出售
id:10050,万鳞甲,任务物品，不可出售
id:10051,引雷柱,古代遗物，可用于在采筠阁兑换海域情报
id:10052,神秘碎壳,古代遗物，可用于在采筠阁兑换海域情报
id:10053,龙魂石（空）,任务物品，不可出售
id:10054,龙魂石（满）,任务物品，不可出售
id:10055,龙鳞,任务物品，不可出售
id:10056,龙鳞,任务物品，不可出售
id:10057,三星石刻板,古代遗物，可用于在采筠阁兑换海域情报
id:10058,采筠阁信物,可与采筠阁修士兑换各海域情报，不可出售。
id:10059,定海碑,古代遗物，可用于在采筠阁兑换海域情报
id:10060,残缺玉简,古代遗物，可用于在采筠阁兑换海域情报
id:10061,红色晶石,古代遗物，可用于在采筠阁兑换海域情报
id:10062,盈手露,任务物品，不可出售
id:10063,林家秘宝,任务物品，不可出售
id:10064,黑色鳞片,古代遗物，可用于在采筠阁兑换海域情报
id:10065,透明水晶,古代遗物，可用于在采筠阁兑换海域情报
id:10066,琥珀,古代遗物，可用于在采筠阁兑换海域情报
id:10067,残缺石碑,古代遗物，可用于在采筠阁兑换海域情报
id:10068,刻字坚壳,古代遗物，可用于在采筠阁兑换海域情报
id:10069,奇怪的石头,古代遗物，可用于在采筠阁兑换海域情报
id:10070,白帝信物,任务物品，不可出售
id:10071,仙缘石,天机阁信物，可用于在天机阁兑换稀有宝物
id:10101,海图,可用于查看无尽之海海图。
id:10102,北宁海图,使用后显示北宁海区域内的所有岛屿位置。
id:10103,西宁海图,使用后显示西宁海区域内的所有岛屿位置。
id:10104,南宁海图,使用后显示南宁海区域内的所有岛屿位置。
id:10105,千流海图,使用后显示千流海区域内的所有岛屿位置。
id:10106,南崖海图,使用后显示南崖海区域内的所有岛屿位置。
id:10107,碎星海图,使用后显示碎星海区域内的所有岛屿位置。
id:10108,蓬莎海图,使用后显示蓬莎海区域内的所有岛屿位置。
id:10109,浪方海图,使用后显示浪方海区域内的所有岛屿位置。
id:10110,吞云海图,使用后显示吞云海区域内的所有岛屿位置。
id:10111,雷鸣海图,使用后显示雷鸣海区域内的所有岛屿位置。
id:10112,图南海图,使用后显示图南海区域内的所有岛屿位置。
id:10113,阴冥海图,使用后显示阴冥海区域内的所有岛屿位置。
id:10114,幽冥海图,使用后显示幽冥海区域内的所有岛屿位置。
id:10115,玄冥海图,使用后显示玄冥海区域内的所有岛屿位置。
id:10116,东海图,使用后显示东海区域内的所有岛屿位置。
id:10117,化龙海图,使用后显示化龙海区域内的所有岛屿位置。
id:10118,无尽海渊图,使用后显示无尽海渊区域内的所有岛屿位置。
id:10201,北宁图志,使用后显示北宁海区域内的草药分布情况。
id:10202,西宁图志,使用后显示西宁海区域内的草药分布情况。
id:10203,南宁图志,使用后显示南宁海区域内的草药分布情况。
id:10204,千流图志,使用后显示千流海区域内的草药分布情况。
id:10205,南崖图志,使用后显示南崖海区域内的草药分布情况。
id:10206,碎星图志,使用后显示碎星海区域内的草药分布情况。
id:10207,蓬莎图志,使用后显示蓬莎海区域内的草药分布情况。
id:10208,浪方图志,使用后显示浪方海区域内的草药分布情况。
id:10209,吞云图志,使用后显示吞云海区域内的草药分布情况。
id:10210,雷鸣图志,使用后显示雷鸣海区域内的草药分布情况。
id:10211,图南图志,使用后显示图南海区域内的草药分布情况。
id:10212,阴冥图志,使用后显示阴冥海区域内的草药分布情况。
id:10213,幽冥图志,使用后显示幽冥海区域内的草药分布情况。
id:10214,玄冥图志,使用后显示玄冥海区域内的草药分布情况。
id:10215,东海图志,使用后显示东海区域内的草药分布情况。
id:10216,化龙图志,使用后显示化龙海区域内的草药分布情况。
id:10217,海渊图志,使用后显示无尽海渊区域内的草药分布情况。
id:10309,浪方海域情报,使用后可以少量提升对浪方海域的探索度。
id:10310,吞云海情报,使用后可以少量提升对吞云海的探索度。
id:10311,雷鸣海情报,使用后可以少量提升对雷鸣海的探索度。
id:10312,图南海情报,使用后可以少量提升对图南海的探索度。
id:10313,阴冥海情报,使用后可以少量提升对阴冥海的探索度。
id:10314,幽冥海情报,使用后可以少量提升对幽冥海的探索度。
id:10315,玄冥海情报,使用后可以少量提升对玄冥海的探索度。
id:10316,东海情报,使用后可以少量提升对东海的探索度。
id:10317,化龙海情报,使用后可以少量提升对化龙海的探索度。
id:10318,无尽海渊情报,使用后可以少量提升对无尽海渊的探索度。
id:10409,浪方海域情报,使用后可以提升对浪方海域的探索度。
id:10410,吞云海情报,使用后可以提升对吞云海的探索度。
id:10411,雷鸣海情报,使用后可以提升对雷鸣海的探索度。
id:10412,图南海情报,使用后可以提升对图南海的探索度。
id:10413,阴冥海情报,使用后可以提升对阴冥海的探索度。
id:10414,幽冥海情报,使用后可以提升对幽冥海的探索度。
id:10415,玄冥海情报,使用后可以提升对玄冥海的探索度。
id:10416,东海情报,使用后可以提升对东海的探索度。
id:10417,化龙海情报,使用后可以提升对化龙海的探索度。
id:10418,无尽海渊情报,使用后可以提升对无尽海渊的探索度。
id:10509,浪方海域情报,使用后可以大量提升对浪方海域的探索度。
id:10510,吞云海情报,使用后可以大量提升对吞云海的探索度。
id:10511,雷鸣海情报,使用后可以大量提升对雷鸣海的探索度。
id:10512,图南海情报,使用后可以大量提升对图南海的探索度。
id:10513,阴冥海情报,使用后可以大量提升对阴冥海的探索度。
id:10514,幽冥海情报,使用后可以大量提升对幽冥海的探索度。
id:10515,玄冥海情报,使用后可以大量提升对玄冥海的探索度。
id:10516,东海情报,使用后可以大量提升对东海的探索度。
id:10517,化龙海情报,使用后可以大量提升对化龙海的探索度。
id:10518,无尽海渊情报,使用后可以大量提升对无尽海渊的探索度。
id:11001,普通丹炉,丹炉，可在特定场所用于炼制丹药
id:11101,火铜鼎,丹炉，可在特定场所用于炼制丹药
id:11102,陨铁炉,丹炉，可在特定场所用于炼制丹药
id:11201,雕花紫铜炉,丹炉，可在特定场所用于炼制丹药
id:11301,庚金龙纹炉,丹炉，可在特定场所用于炼制丹药
id:11401,黑冥鼎,丹炉，可在特定场所用于炼制丹药
id:11501,寒铁铸心炉,丹炉，可在特定场所用于炼制丹药
id:11601,聚灵阵阵旗,任务物品，不可出售
id:11901,紫衫舟,一品灵舟
id:11911,桃木舟,二品灵舟
id:11921,沉沙舟,三品灵舟
id:11931,铁木舟,四品灵舟
id:11941,旋龟舟,五品灵舟
id:11951,青鸾舟,六品灵舟
id:12001,阵道入门,前人对阵道感悟的记录与注解，阅读后能够提升对阵道的感悟。
id:12002,赤须笔录,前人对土道感悟的记录与注解，阅读后能够提升对土道的感悟。
id:12003,淬锋集,前人对剑道感悟的记录与注解，阅读后能够提升对剑道的感悟。
id:12004,奕云笔录,前人对水道感悟的记录与注解，阅读后能够提升对水道的感悟。
id:12005,徐凡笔录,前人对丹道感悟的记录与注解，阅读后能够提升对丹道的感悟。
id:12006,炼魂大法,前人对神道感悟的记录与注解，阅读后能够提升对神道的感悟。
id:12007,知非集,前人对阵道感悟的记录与注解，阅读后能够提升对阵道的感悟。
id:12008,天光随笔,前人对神道感悟的记录与注解，阅读后能够提升对神道的感悟。
id:12009,通羽笔录,前人对神道感悟的记录与注解，阅读后能够提升对神道的感悟。
id:12010,剑道九篇,前人对剑道感悟的记录与注解，阅读后能够提升对剑道的感悟。
id:12011,百字真义,前人对神道感悟的记录与注解，阅读后能够提升对神道的感悟。
id:12012,奇门抄本,前人对阵道感悟的记录与注解，阅读后能够提升对阵道的感悟。
id:12013,水石闲谈,前人对气道感悟的记录与注解，阅读后能够提升对气道的感悟。
id:12014,淬体详解,前人对体道感悟的记录与注解，阅读后能够提升对体道的感悟。
id:12015,随心感应录,前人对神道感悟的记录与注解，阅读后能够提升对神道的感悟。
id:12016,玄机直讲,前人对阵道感悟的记录与注解，阅读后能够提升对阵道的感悟。
id:12017,金丹百字解,前人对气道感悟的记录与注解，阅读后能够提升对气道的感悟。
id:12018,丹阳笔录,前人对体道感悟的记录与注解，阅读后能够提升对体道的感悟。
id:12019,炼器入门,前人对炼器之道感悟的记录与注解，阅读后能够提升对器道的感悟。
id:12020,涵虚剑道详解,涵虚对剑道感悟的记录与注解，阅读后能够提升对剑道的感悟。
id:12021,涵虚阵道笔录,涵虚对阵道感悟的记录与注解，阅读后能够提升对阵道的感悟。
id:12022,涵虚劫焰百解,涵虚对火之道感悟的记录与注解，阅读后能够提升对火之道的感悟。
id:12023,涵虚炼气闲谈,涵虚对气之道感悟的记录与注解，阅读后能够提升对气之道的感悟。
id:12024,涵虚炼体闲谈,涵虚对体之道感悟的记录与注解，阅读后能够提升对体之道的感悟。
id:12025,王登诗集,王登对诗赋和神道的理解，阅读后能提升对神道的感悟。
id:13001,固元法,在洞府与道侣双修后，获得一定数量的精元，通过一段时间的闭关凝练后可转化为修为。（此效果与对方的境界相关）
id:13002,温养法,在洞府与道侣双修后，获得一定数量的精元，通过一段时间的闭关凝练后可转化为修为。（此效果与对方的资质相关）
id:13003,真源法,在洞府与道侣双修后，获得一定数量的精元，通过一段时间的闭关凝练后可转化为自身心境。（此效果与对方的境界相关）
id:13004,神交法,在洞府与道侣双修后，获得一定数量的精元，通过一段时间的闭关凝练后可转化为自身神识。（此效果与对方的神道感悟相关）
id:13005,内照法,在洞府与道侣双修后，获得一定数量的精元，通过一段时间的闭关凝练后可转化为自身气血。（此效果与对方的体道感悟相关）
id:16001,一袋银月花,一袋草药，内含300株银月花。
id:16002,一袋流莹草,一袋草药，内含300株流莹草。
id:16003,一袋恒心草,一袋草药，内含300株恒心草。
id:16004,一袋宁心草,一袋草药，内含300株宁心草。
id:16005,一袋天青花,一袋草药，内含300株天青花。
id:16006,一袋凝血草,一袋草药，内含300株凝血草。
id:16007,一袋宁神花,一袋草药，内含300株宁神花。
id:16101,一袋七星草,一袋草药，内含100株七星草。
id:16102,一袋红绫草,一袋草药，内含100株红绫草。
id:16103,一袋轻灵草,一袋草药，内含100株轻灵草。
